Date,precipitation
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-02,7.721848487854004
2015-05-03,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,4.955286026000977
2015-05-16,11.850419998168945
2015-05-17,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,3.066375255584717
2015-05-29,0.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,11.313804626464844
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,15.085074424743652
2015-06-06,34.895076751708984
2015-06-07,0.0
2015-06-08,26.171308517456055
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,16.098838806152344
2015-06-13,3.2197678089141846
2015-06-14,19.318605422973633
2015-06-15,3.2197678089141846
2015-06-16,26.97933578491211
2015-06-17,20.234500885009766
2015-06-18,40.46900177001953
2015-06-19,33.72416687011719
2015-06-20,47.213829040527344
2015-06-21,18.732439041137695
2015-06-22,9.366219520568848
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,4.702088832855225
2015-06-30,9.40417766571045
2015-07-01,4.914231300354004
2015-07-02,4.914231300354004
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,0.0
2015-07-07,4.443113327026367
2015-07-08,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,0.0
2015-07-14,10.685929298400879
2015-07-15,16.028894424438477
2015-07-16,8.664502143859863
2015-07-17,0.0
2015-07-18,0.0
2015-07-19,12.99675464630127
2015-07-20,4.332251071929932
2015-07-21,6.783759593963623
2015-07-22,13.567519187927246
2015-07-23,6.783759593963623
2015-07-24,0.0
2015-07-25,20.351276397705078
2015-07-26,9.027024269104004
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-01,4.225931644439697
2015-08-02,4.225931644439697
2015-08-03,8.451863288879395
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,7.046420097351074
2015-08-08,0.0
2015-08-09,7.046420097351074
2015-08-10,0.0
2015-08-11,12.537968635559082
2015-08-12,20.89661407470703
2015-08-13,4.179322719573975
2015-08-14,0.0
2015-08-15,4.179322719573975
2015-08-16,18.091012954711914
2015-08-17,4.5227532386779785
2015-08-18,0.0
2015-08-19,4.5227532386779785
2015-08-20,0.0
2015-08-21,0.0
2015-08-22,19.931682586669922
2015-08-23,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,5.185240745544434
2015-08-27,10.370481491088867
2015-08-28,10.370481491088867
2015-08-29,5.185240745544434
2015-08-30,10.370481491088867
2015-08-31,5.185240745544434
2015-09-01,24.388874053955078
2015-09-02,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-05,0.0
2015-09-06,10.039606094360352
2015-09-07,0.0
2015-09-08,0.0
2015-09-09,5.019803047180176
2015-09-10,5.019803047180176
2015-09-11,5.146200656890869
2015-09-12,15.43860149383545
2015-09-13,5.146200656890869
2015-09-14,5.146200656890869
2015-09-15,10.292401313781738
2015-09-16,17.950319290161133
2015-09-17,17.950319290161133
2015-09-18,5.983440399169922
2015-09-19,5.983440399169922
2015-09-20,11.966880798339844
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,6.761026382446289
2015-09-26,8.979860305786133
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,4.489930152893066
2015-09-30,17.959720611572266
2015-10-01,19.6691837310791
2015-10-02,6.556394577026367
2015-10-03,6.556394577026367
2015-10-04,13.112789154052734
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,3.8118793964385986
2015-10-17,0.0
2015-10-18,3.8118793964385986
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-10-31,37.13047409057617
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,0.0
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,14.927008628845215
2015-11-10,4.9756693840026855
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-14,4.156116485595703
2015-11-15,4.156116485595703
2015-11-16,30.022485733032227
2015-11-17,7.505621433258057
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,0.0
